instrument1,instrument2,period,frequency,entry_id
ENGI11,VIVA3,1D,1T,3
B3SA3,IRBR3,1D,1H,1
ELET6,PCAR3,1D,1S,1
EMBR3,PCAR3,1D,1T,2
ELET3,PCAR3,1D,1S,3
B3SA3,CMIN3,1D,1T,2
B3SA3,EQTL3,1D,1T,1
ASAI3,RDOR3,1D,1S,2
ISAE4,SLCE3,1D,1S,3
LREN3,TOTS3,1D,1S,2
POMO4,TOTS3,1D,1H,3
ELET6,EQTL3,1D,1S,2
BPAC11,TIMS3,1D,1H,1
CXSE3,COGN3,1D,1S,2
ABEV3,AZZA3,1D,1S,1
EGIE3,PRIO3,1D,1S,3
COGN3,IGTI11,1D,1H,2
RENT3,MULT3,1D,1S,2
MBRF3,MULT3,1D,1H,2
ALOS3,MBRF3,1D,1S,1
AURE3,YDUQ3,1D,1T,3
RECV3,SBSP3,1D,1H,2
BBAS3,TIMS3,1D,1T,2
CPLE6,VBBR3,1D,1T,3
TAEE11,USIM5,1D,1H,3
ABEV3,ITUB4,1D,1S,2
BRAV3,IGTI11,1D,1H,3
KLBN11,RENT3,1D,1H,1
BBDC3,GOAU4,1D,1S,1
EMBR3,PETR3,1D,1S,1
MULT3,TAEE11,1D,1T,3
EQTL3,LREN3,1D,1H,3
EQTL3,IGTI11,1D,1H,3
CYRE3,VBBR3,1D,1S,3
CPFE3,ITUB4,1D,1S,2
BEEF3,MRVE3,1D,1H,2
BRAP4,CSNA3,1D,1T,1
BPAC11,EQTL3,1D,1S,3
CYRE3,NATU3,1D,1S,3
CEAB3,CVCB3,1D,1S,2
AURE3,BRAP4,1D,1T,1
PETR4,PRIO3,1D,1H,1
ALOS3,IGTI11,1D,1H,3
ENGI11,RAIZ4,1D,1S,3
EQTL3,TIMS3,1D,1S,3
EGIE3,RADL3,1D,1T,3
CURY3,TAEE11,1D,1S,2
DIRR3,SBSP3,1D,1H,3
BBDC3,ITUB4,1D,1H,1
CMIG4,PCAR3,1D,1S,1
CMIG4,ENGI11,1D,1H,3
BRAV3,SBSP3,1D,1T,3
GOAU4,VALE3,1D,1T,3
COGN3,IRBR3,1D,1S,1
CVCB3,TOTS3,1D,1H,2
CXSE3,UGPA3,1D,1S,3
CSNA3,YDUQ3,1D,1T,2
DIRR3,RAIL3,1D,1S,3
ENGI11,GOAU4,1D,1H,2
PETR3,RAIZ4,1D,1T,3
BPAC11,CSAN3,1D,1H,2
MGLU3,VAMO3,1D,1S,2
MGLU3,USIM5,1D,1H,2
CXSE3,COGN3,1D,1S,1
BBAS3,RAIZ4,1D,1H,1
BBSE3,IRBR3,1D,1H,2
GOAU4,BEEF3,1D,1S,3
ASAI3,EMBR3,1D,1S,3
CYRE3,FLRY3,1D,1H,2
CYRE3,IRBR3,1D,1T,3
BBDC3,PETR4,1D,1H,3
GOAU4,ISAE4,1D,1T,1
TIMS3,VIVA3,1D,1S,1
BRAV3,CEAB3,1D,1H,1
AZZA3,PSSA3,1D,1T,3
ABEV3,RAIL3,1D,1S,1
HAPV3,YDUQ3,1D,1S,3
CMIN3,RECV3,1D,1S,3
EGIE3,VIVT3,1D,1H,2
CVCB3,SUZB3,1D,1H,2
ASAI3,RECV3,1D,1S,3
GOAU4,IGTI11,1D,1S,2
B3SA3,CURY3,1D,1T,2
GOAU4,VAMO3,1D,1H,1
MBRF3,SBSP3,1D,1S,2
MOTV3,TOTS3,1D,1T,2
CSAN3,CVCB3,1D,1S,1
B3SA3,BRAP4,1D,1T,1
CPFE3,BEEF3,1D,1T,2
BPAC11,NATU3,1D,1H,3
CXSE3,EMBR3,1D,1T,3
EQTL3,PETR4,1D,1S,2
EMBR3,PETR3,1D,1H,3
BBAS3,COGN3,1D,1T,3
ABEV3,WEGE3,1D,1S,3
CURY3,HAPV3,1D,1S,3
SANB11,CSNA3,1D,1S,3
VALE3,VAMO3,1D,1S,3
RENT3,MBRF3,1D,1S,1
CSAN3,MBRF3,1D,1T,2
ELET6,FLRY3,1D,1S,2
CXSE3,RDOR3,1D,1H,1
RAIZ4,UGPA3,1D,1S,2
AURE3,COGN3,1D,1T,1
AZZA3,FLRY3,1D,1H,3
ITUB4,MRVE3,1D,1T,1
FLRY3,ITSA4,1D,1H,2
CEAB3,DIRR3,1D,1T,2
CMIG4,CVCB3,1D,1H,3
ISAE4,RAIL3,1D,1H,2
RAIZ4,VBBR3,1D,1S,2
ITUB4,POMO4,1D,1S,2
BBAS3,LREN3,1D,1H,2
CSAN3,RAIL3,1D,1H,1
AURE3,WEGE3,1D,1T,2
CSAN3,PETR3,1D,1T,1
SMFT3,UGPA3,1D,1T,2
NATU3,VIVT3,1D,1T,1
AZZA3,ISAE4,1D,1H,2
CEAB3,MOTV3,1D,1S,1
IGTI11,VALE3,1D,1H,3
SUZB3,VIVA3,1D,1T,2
PCAR3,VALE3,1D,1T,1
BBDC3,TOTS3,1D,1S,3
BRKM5,PETR3,1D,1S,2
NATU3,SBSP3,1D,1H,1
MGLU3,MBRF3,1D,1S,1
AZZA3,BRAP4,1D,1T,1
HYPE3,RADL3,1D,1S,2
PRIO3,USIM5,1D,1T,1
ENGI11,KLBN11,1D,1H,3
B3SA3,BBDC4,1D,1H,2
EMBR3,TAEE11,1D,1T,1
ITUB4,VAMO3,1D,1T,1
CMIG4,COGN3,1D,1S,3
ALOS3,PETR4,1D,1T,2
HAPV3,UGPA3,1D,1H,1
IRBR3,CSNA3,1D,1S,3
GGBR4,IGTI11,1D,1H,1
ENEV3,MULT3,1D,1H,3
BBSE3,SMFT3,1D,1H,1
ALOS3,ABEV3,1D,1H,1
KLBN11,SUZB3,1D,1T,3
ALOS3,BRKM5,1D,1H,1
BEEF3,USIM5,1D,1H,1
EMBR3,RECV3,1D,1T,1
PETR4,TOTS3,1D,1S,1
CVCB3,POMO4,1D,1S,3
ABEV3,VAMO3,1D,1S,3
DIRR3,SLCE3,1D,1S,1
BBSE3,EQTL3,1D,1T,3
TAEE11,VIVT3,1D,1H,3
EGIE3,RENT3,1D,1H,1
NATU3,RECV3,1D,1H,1
MULT3,WEGE3,1D,1T,3
ELET3,EQTL3,1D,1S,1
ELET3,VIVT3,1D,1T,2
EQTL3,SUZB3,1D,1T,1
HAPV3,PCAR3,1D,1S,1
ELET6,BEEF3,1D,1T,2
CURY3,FLRY3,1D,1H,1
CEAB3,TIMS3,1D,1S,2
BPAC11,WEGE3,1D,1H,1
BBDC4,NATU3,1D,1T,1
CSAN3,MBRF3,1D,1H,1
HAPV3,VIVA3,1D,1H,1
ELET3,TIMS3,1D,1S,1
CMIN3,HAPV3,1D,1H,2
HYPE3,MGLU3,1D,1T,3
PETR4,VIVA3,1D,1S,1
AURE3,MGLU3,1D,1T,1
PETR4,SLCE3,1D,1S,1
CMIN3,GOAU4,1D,1T,1
ABEV3,YDUQ3,1D,1S,2
BRAV3,MRVE3,1D,1T,2
CMIN3,PETR4,1D,1S,2
ITUB4,SMFT3,1D,1T,2
AURE3,AZZA3,1D,1H,3
AZZA3,EQTL3,1D,1T,1
ITSA4,SANB11,1D,1S,1
GOAU4,PRIO3,1D,1T,3
BBAS3,VALE3,1D,1T,2
UGPA3,VBBR3,1D,1T,2
RAIZ4,CSNA3,1D,1H,3
CURY3,RAIL3,1D,1S,3
ALOS3,MULT3,1D,1T,1
DIRR3,TOTS3,1D,1H,3
PSSA3,USIM5,1D,1H,2
ASAI3,KLBN11,1D,1H,1
CSAN3,SMFT3,1D,1T,1
MBRF3,MRVE3,1D,1H,2
BRAV3,GOAU4,1D,1H,1
BRAV3,MBRF3,1D,1S,3
ITUB4,SUZB3,1D,1S,2
BRAV3,GOAU4,1D,1S,3
USIM5,YDUQ3,1D,1T,1
CXSE3,WEGE3,1D,1T,2
ELET3,TAEE11,1D,1H,2
ELET3,TAEE11,1D,1T,3
BPAC11,CVCB3,1D,1H,2
ELET6,GGBR4,1D,1T,3
PCAR3,RECV3,1D,1T,1
GGBR4,RECV3,1D,1S,2
PRIO3,VIVT3,1D,1T,1
RADL3,TAEE11,1D,1S,1
RECV3,VIVA3,1D,1T,2
CMIG4,KLBN11,1D,1H,1
BEEF3,TIMS3,1D,1S,3
ASAI3,AURE3,1D,1S,2
B3SA3,VBBR3,1D,1S,1
GOAU4,SMFT3,1D,1T,1
FLRY3,SLCE3,1D,1S,1
FLRY3,LREN3,1D,1H,2
CPLE6,POMO4,1D,1S,1
UGPA3,USIM5,1D,1S,1
MULT3,TIMS3,1D,1H,1
BRAV3,RECV3,1D,1H,2
CMIG4,IGTI11,1D,1T,2
CPLE6,VBBR3,1D,1S,2
CPLE6,ISAE4,1D,1S,2
BBSE3,BBDC3,1D,1H,2
BPAC11,PETR4,1D,1S,2
BBDC3,RADL3,1D,1S,1
DIRR3,ELET6,1D,1H,3
DIRR3,MBRF3,1D,1S,1
BBDC4,MOTV3,1D,1T,3
CMIG4,ELET3,1D,1H,1
CEAB3,TOTS3,1D,1S,2
BBDC3,CMIG4,1D,1T,3
BRAV3,FLRY3,1D,1T,1
CURY3,MGLU3,1D,1T,1
SUZB3,VAMO3,1D,1H,2
CYRE3,MOTV3,1D,1S,2
B3SA3,VBBR3,1D,1H,1
IGTI11,YDUQ3,1D,1H,3
CXSE3,WEGE3,1D,1T,1
POMO4,SANB11,1D,1S,1
CYRE3,ENGI11,1D,1H,2
CVCB3,MOTV3,1D,1T,1
CPLE6,RADL3,1D,1T,3
COGN3,CPFE3,1D,1T,3
GOAU4,POMO4,1D,1H,3
ENEV3,MOTV3,1D,1S,3
ENGI11,VAMO3,1D,1T,1
CXSE3,CPFE3,1D,1H,3
BBAS3,POMO4,1D,1H,3
ASAI3,AURE3,1D,1H,3
BBDC4,SMFT3,1D,1S,1
MRVE3,VBBR3,1D,1S,3
CPFE3,PRIO3,1D,1T,1
ELET6,LREN3,1D,1H,3
CYRE3,HAPV3,1D,1S,3
SBSP3,VIVA3,1D,1H,3
MGLU3,SLCE3,1D,1T,3
AURE3,SMFT3,1D,1H,3
BRAV3,MGLU3,1D,1H,1
ABEV3,BRAV3,1D,1S,3
BBSE3,YDUQ3,1D,1H,3
ITUB4,PRIO3,1D,1S,2
SANB11,UGPA3,1D,1S,2
ABEV3,CPLE6,1D,1T,3
RAIZ4,RAIL3,1D,1S,3
IRBR3,TOTS3,1D,1S,3
HAPV3,MBRF3,1D,1H,1
BBSE3,SBSP3,1D,1T,2
RECV3,TOTS3,1D,1H,1
CEAB3,VBBR3,1D,1S,1
ELET3,SANB11,1D,1S,2
EGIE3,VBBR3,1D,1T,1
ELET6,PSSA3,1D,1T,3
BBSE3,SLCE3,1D,1T,2
VBBR3,WEGE3,1D,1T,2
CMIN3,VAMO3,1D,1S,3
MGLU3,VAMO3,1D,1T,2
CXSE3,GOAU4,1D,1T,2
CMIN3,ITUB4,1D,1S,3
BRKM5,CXSE3,1D,1S,1
AZZA3,RDOR3,1D,1H,2
AURE3,BBAS3,1D,1H,3
GOAU4,UGPA3,1D,1T,1
CSNA3,YDUQ3,1D,1S,1
CSAN3,SANB11,1D,1H,1
IGTI11,RAIZ4,1D,1H,1
MGLU3,VIVT3,1D,1S,1
PSSA3,RAIL3,1D,1H,3
GOAU4,MBRF3,1D,1H,1
DIRR3,RAIZ4,1D,1S,3
IRBR3,VBBR3,1D,1T,3
ALOS3,IRBR3,1D,1T,1
IGTI11,PETR4,1D,1T,3
ELET6,RECV3,1D,1T,3
HAPV3,VIVA3,1D,1S,1
MRVE3,SUZB3,1D,1H,2
KLBN11,TIMS3,1D,1H,2
ENGI11,MOTV3,1D,1S,2
B3SA3,VIVT3,1D,1S,1
CURY3,VBBR3,1D,1H,3
AURE3,ITUB4,1D,1H,1
CYRE3,GGBR4,1D,1H,1
EMBR3,TAEE11,1D,1T,3
BBDC3,VIVA3,1D,1S,1
EQTL3,SMFT3,1D,1S,1
ENEV3,BEEF3,1D,1H,1
EQTL3,ITUB4,1D,1T,1
CEAB3,ITUB4,1D,1H,2
CURY3,RENT3,1D,1T,2
EGIE3,IRBR3,1D,1T,2
ITUB4,KLBN11,1D,1T,1
BRAP4,BBAS3,1D,1S,1
BEEF3,MRVE3,1D,1T,3
AZZA3,COGN3,1D,1T,1
AURE3,CEAB3,1D,1H,2
DIRR3,KLBN11,1D,1H,1
AZZA3,BBDC3,1D,1T,2
CVCB3,VIVA3,1D,1S,1
AZZA3,ELET3,1D,1S,3
CYRE3,VBBR3,1D,1H,2
CPLE6,SLCE3,1D,1T,2
EMBR3,RDOR3,1D,1H,3
AURE3,PCAR3,1D,1H,2
PCAR3,VAMO3,1D,1H,1
B3SA3,RENT3,1D,1T,2
ALOS3,SBSP3,1D,1H,1
MGLU3,CSNA3,1D,1H,3
EGIE3,MGLU3,1D,1S,2
BBDC4,VAMO3,1D,1H,1
AZZA3,MOTV3,1D,1S,2
ASAI3,BRAP4,1D,1S,1
ELET6,BEEF3,1D,1H,3
RAIZ4,YDUQ3,1D,1S,1
ABEV3,SUZB3,1D,1H,2
PETR4,YDUQ3,1D,1T,1
RDOR3,VIVT3,1D,1T,2
DIRR3,SBSP3,1D,1H,2
ELET6,GOAU4,1D,1T,3
CMIN3,ITUB4,1D,1S,1
EMBR3,ENEV3,1D,1H,2
CSAN3,SBSP3,1D,1S,2
CURY3,MULT3,1D,1T,1
CMIN3,ELET3,1D,1T,1
ENGI11,GGBR4,1D,1S,1
TIMS3,VBBR3,1D,1H,2
CYRE3,SLCE3,1D,1H,2
COGN3,CVCB3,1D,1S,2
POMO4,PSSA3,1D,1T,1
CSAN3,ELET3,1D,1S,2
ENGI11,RADL3,1D,1T,1
EMBR3,USIM5,1D,1T,1
SANB11,SMFT3,1D,1S,3
BEEF3,PETR3,1D,1H,3
ALOS3,LREN3,1D,1S,2
CPLE6,PETR3,1D,1T,1
CPLE6,ENEV3,1D,1H,3
VIVT3,UGPA3,1D,1S,2
COGN3,SMFT3,1D,1H,2
ITSA4,KLBN11,1D,1T,2
EMBR3,POMO4,1D,1H,2
ELET6,VIVT3,1D,1H,3
CPLE6,VIVT3,1D,1S,2
MRVE3,SBSP3,1D,1H,3
CEAB3,VIVA3,1D,1H,1
DIRR3,MBRF3,1D,1S,3
CYRE3,KLBN11,1D,1S,3
BRKM5,MULT3,1D,1S,3
BBDC3,CEAB3,1D,1H,3
POMO4,MOTV3,1D,1H,3
GOAU4,USIM5,1D,1S,1
BEEF3,PSSA3,1D,1H,3
CMIG4,IGTI11,1D,1H,1
ALOS3,BRKM5,1D,1S,3
BEEF3,SBSP3,1D,1H,3
ELET6,RDOR3,1D,1H,2
RADL3,VIVA3,1D,1H,2
COGN3,SBSP3,1D,1H,3
GOAU4,HAPV3,1D,1S,1
HYPE3,WEGE3,1D,1T,2
CURY3,PCAR3,1D,1T,1
KLBN11,VAMO3,1D,1S,1
BRAV3,HYPE3,1D,1T,1
CVCB3,KLBN11,1D,1H,1
PRIO3,YDUQ3,1D,1T,3
ELET3,SUZB3,1D,1H,3
CSAN3,GOAU4,1D,1H,3
BBDC4,MGLU3,1D,1S,3
LREN3,PETR3,1D,1H,2
MRVE3,PETR4,1D,1H,3
CMIN3,SBSP3,1D,1T,3
AZZA3,USIM5,1D,1S,1
ABEV3,RECV3,1D,1T,1
BBSE3,VBBR3,1D,1H,1
ITSA4,TAEE11,1D,1H,1
BRAP4,LREN3,1D,1T,3
COGN3,ITUB4,1D,1T,2
HYPE3,VIVT3,1D,1T,1
TAEE11,WEGE3,1D,1S,3
BRKM5,YDUQ3,1D,1H,3
BBSE3,MRVE3,1D,1T,2
CMIN3,USIM5,1D,1H,3
BRKM5,SLCE3,1D,1S,3
GGBR4,HYPE3,1D,1H,3
CEAB3,SMFT3,1D,1T,3
ALOS3,ISAE4,1D,1S,1
BRAP4,LREN3,1D,1S,1
ABEV3,NATU3,1D,1S,3
MULT3,SMFT3,1D,1S,2
MULT3,PRIO3,1D,1H,3
EGIE3,ITSA4,1D,1H,3
ISAE4,PETR4,1D,1T,1
CYRE3,SLCE3,1D,1S,3
BPAC11,CEAB3,1D,1S,3
ABEV3,AURE3,1D,1T,2
EGIE3,VBBR3,1D,1H,2
IGTI11,MGLU3,1D,1H,2
MULT3,RAIL3,1D,1S,2
DIRR3,SUZB3,1D,1T,1
IRBR3,SANB11,1D,1T,3
RECV3,SANB11,1D,1S,3
IGTI11,RAIL3,1D,1T,1
ITUB4,LREN3,1D,1S,2
ELET6,USIM5,1D,1T,2
ABEV3,VAMO3,1D,1H,3
BBAS3,TAEE11,1D,1S,2
CMIG4,PRIO3,1D,1T,2
GGBR4,RENT3,1D,1H,2
VIVT3,VALE3,1D,1H,2
EGIE3,LREN3,1D,1S,3
ABEV3,ITSA4,1D,1H,2
CURY3,VAMO3,1D,1S,2
SUZB3,TAEE11,1D,1S,2
PETR3,RADL3,1D,1S,3
CVCB3,POMO4,1D,1H,1
VAMO3,VBBR3,1D,1S,1
CPLE6,YDUQ3,1D,1H,3
EMBR3,TOTS3,1D,1S,2
CURY3,RECV3,1D,1H,2
COGN3,TIMS3,1D,1T,3
ABEV3,IGTI11,1D,1S,1
ASAI3,VIVA3,1D,1H,2
CURY3,SLCE3,1D,1H,3
GOAU4,ISAE4,1D,1T,3
IRBR3,TAEE11,1D,1S,1
BEEF3,MOTV3,1D,1H,3
CPLE6,CYRE3,1D,1S,3
IRBR3,TOTS3,1D,1H,3
HYPE3,VIVT3,1D,1S,1
CYRE3,YDUQ3,1D,1S,1
POMO4,TIMS3,1D,1S,1
BEEF3,RDOR3,1D,1T,3
CSAN3,LREN3,1D,1T,1
BRKM5,SMFT3,1D,1S,2
MOTV3,PCAR3,1D,1S,3
CSAN3,CVCB3,1D,1S,2
HYPE3,ITUB4,1D,1S,2
AZZA3,KLBN11,1D,1T,2
CPLE6,CPFE3,1D,1S,3
CXSE3,GGBR4,1D,1T,3
EQTL3,RADL3,1D,1T,1
IGTI11,POMO4,1D,1S,2
ENGI11,EGIE3,1D,1H,3
CXSE3,WEGE3,1D,1T,3
ABEV3,LREN3,1D,1S,3
VBBR3,VIVA3,1D,1H,1
ASAI3,YDUQ3,1D,1S,3
ASAI3,RAIZ4,1D,1S,2
ALOS3,TAEE11,1D,1T,3
BRAP4,SBSP3,1D,1T,1
MOTV3,WEGE3,1D,1H,2
SMFT3,VALE3,1D,1H,1
CEAB3,BEEF3,1D,1S,3
NATU3,SLCE3,1D,1H,3
PETR4,TIMS3,1D,1H,2
BBDC4,BRKM5,1D,1S,1
BPAC11,PCAR3,1D,1T,1
CURY3,RAIZ4,1D,1T,1
ASAI3,ITSA4,1D,1S,1
BBAS3,SMFT3,1D,1H,2
BBDC3,PSSA3,1D,1H,1
AURE3,VIVT3,1D,1T,2
CVCB3,VALE3,1D,1H,1
ALOS3,MOTV3,1D,1H,1
ASAI3,ENGI11,1D,1S,2
BBDC3,UGPA3,1D,1T,3
CEAB3,COGN3,1D,1T,3
MOTV3,TAEE11,1D,1S,2
CVCB3,MRVE3,1D,1T,2
BRKM5,EQTL3,1D,1T,2
BRKM5,CPFE3,1D,1H,1
BBAS3,TOTS3,1D,1H,1
ITSA4,PETR3,1D,1H,2
CSAN3,KLBN11,1D,1H,3
BBSE3,UGPA3,1D,1T,1
BBDC4,ITUB4,1D,1T,1
CMIG4,VIVT3,1D,1S,1
NATU3,VIVT3,1D,1H,1
DIRR3,SANB11,1D,1S,3
RDOR3,VBBR3,1D,1T,1
ELET3,USIM5,1D,1H,1
AZZA3,MRVE3,1D,1H,1
ENGI11,MOTV3,1D,1T,3
EGIE3,RAIL3,1D,1H,1
ITUB4,PRIO3,1D,1T,2
CMIG4,SANB11,1D,1T,3
ALOS3,EGIE3,1D,1T,1
CSAN3,MGLU3,1D,1H,3
LREN3,TOTS3,1D,1H,1
TAEE11,WEGE3,1D,1S,2
ITUB4,SUZB3,1D,1T,2
COGN3,LREN3,1D,1S,3
AURE3,BRKM5,1D,1T,2
MBRF3,USIM5,1D,1H,3
HYPE3,RENT3,1D,1H,1
AURE3,BRAV3,1D,1H,3
CXSE3,MULT3,1D,1T,1
SMFT3,SUZB3,1D,1H,2
ITSA4,PETR4,1D,1S,3
GOAU4,VIVA3,1D,1H,1
BBDC3,CPLE6,1D,1S,2
BRAV3,HYPE3,1D,1S,1
BPAC11,USIM5,1D,1T,3
ISAE4,TIMS3,1D,1H,3
CPLE6,IRBR3,1D,1H,2
KLBN11,WEGE3,1D,1H,3
PETR3,VBBR3,1D,1T,2
BBAS3,BRKM5,1D,1T,1
LREN3,PRIO3,1D,1T,1
B3SA3,VIVA3,1D,1H,3
BBSE3,BBDC4,1D,1H,3
LREN3,RADL3,1D,1H,3
IRBR3,YDUQ3,1D,1T,1
EGIE3,YDUQ3,1D,1H,1
BBSE3,CPLE6,1D,1H,1
HAPV3,PRIO3,1D,1H,1
USIM5,VAMO3,1D,1H,2
BRAV3,PSSA3,1D,1H,2
EGIE3,CSNA3,1D,1H,2
BRAP4,SMFT3,1D,1S,2
ASAI3,VALE3,1D,1T,3
BRAP4,ITSA4,1D,1H,1
ABEV3,CXSE3,1D,1H,1
ENGI11,VALE3,1D,1S,2
FLRY3,PSSA3,1D,1T,3
CEAB3,IGTI11,1D,1S,2
BPAC11,RECV3,1D,1S,1
CXSE3,RADL3,1D,1S,1
SANB11,TAEE11,1D,1T,3
ASAI3,ELET6,1D,1T,1
PCAR3,VBBR3,1D,1H,1
ENGI11,RAIL3,1D,1T,3
B3SA3,TOTS3,1D,1S,3
RECV3,TOTS3,1D,1T,1
DIRR3,FLRY3,1D,1S,3
GOAU4,ITUB4,1D,1H,3
B3SA3,BBDC4,1D,1H,1
DIRR3,USIM5,1D,1T,2
HAPV3,SLCE3,1D,1T,2
CPLE6,ISAE4,1D,1H,3
AZZA3,CPFE3,1D,1T,1
ENGI11,GGBR4,1D,1S,3
MULT3,PCAR3,1D,1H,2
IGTI11,PCAR3,1D,1S,3
RAIZ4,VBBR3,1D,1T,2
CMIG4,BEEF3,1D,1T,3
ALOS3,IRBR3,1D,1S,3
HYPE3,SBSP3,1D,1T,1
CEAB3,CPLE6,1D,1S,1
ABEV3,EMBR3,1D,1S,1
ASAI3,PCAR3,1D,1T,2
DIRR3,EGIE3,1D,1T,3
FLRY3,BEEF3,1D,1T,2
BBAS3,BRKM5,1D,1H,2
MOTV3,NATU3,1D,1T,2
BPAC11,ENGI11,1D,1T,2
HAPV3,SANB11,1D,1H,1
IRBR3,VBBR3,1D,1H,3
RENT3,MULT3,1D,1H,3
B3SA3,MGLU3,1D,1H,3
BRAP4,WEGE3,1D,1T,3
ENGI11,SMFT3,1D,1H,3
ISAE4,VIVA3,1D,1H,1
BPAC11,MGLU3,1D,1H,1
AURE3,HYPE3,1D,1S,1
BBDC3,BRKM5,1D,1H,3
CMIN3,ENEV3,1D,1T,1
AZZA3,VBBR3,1D,1H,1
BBDC4,VALE3,1D,1T,1
BRAV3,MOTV3,1D,1S,1
BBDC3,CMIN3,1D,1T,2
RDOR3,TOTS3,1D,1S,2
CPFE3,EQTL3,1D,1T,2
EMBR3,USIM5,1D,1T,2
ELET3,VIVT3,1D,1H,2
CSAN3,GOAU4,1D,1T,2
AZZA3,IRBR3,1D,1T,2
EGIE3,BEEF3,1D,1T,1
GOAU4,HYPE3,1D,1T,3
AURE3,IRBR3,1D,1S,2
IRBR3,RADL3,1D,1S,2
ASAI3,YDUQ3,1D,1H,1
AZZA3,BRAV3,1D,1T,2
BBSE3,CVCB3,1D,1H,3
CMIN3,VALE3,1D,1T,2
HAPV3,LREN3,1D,1S,2
NATU3,TOTS3,1D,1H,1
BBSE3,VIVT3,1D,1S,3
B3SA3,POMO4,1D,1T,2
AZZA3,CPLE6,1D,1T,1
ALOS3,UGPA3,1D,1H,2
CPLE6,MBRF3,1D,1T,1
CEAB3,HYPE3,1D,1T,1
EMBR3,UGPA3,1D,1H,3
DIRR3,USIM5,1D,1S,2
B3SA3,CURY3,1D,1H,2
GGBR4,ITSA4,1D,1S,2
ITUB4,PETR4,1D,1T,3
BRAV3,RDOR3,1D,1H,2
AURE3,RAIZ4,1D,1T,3
AZZA3,ELET6,1D,1H,3
PETR3,WEGE3,1D,1S,1
HAPV3,UGPA3,1D,1S,1
BBDC3,RADL3,1D,1S,3
CVCB3,IGTI11,1D,1T,1
BBSE3,USIM5,1D,1S,1
EMBR3,PSSA3,1D,1H,1
BPAC11,COGN3,1D,1T,3
ASAI3,SANB11,1D,1T,3
SUZB3,TIMS3,1D,1T,2
KLBN11,CSNA3,1D,1H,1
CXSE3,PETR3,1D,1H,3
LREN3,TIMS3,1D,1S,2
BRAV3,CURY3,1D,1T,1
ITSA4,LREN3,1D,1S,2
BRKM5,ELET6,1D,1T,2
MRVE3,WEGE3,1D,1S,3
BRAV3,MULT3,1D,1H,3
CVCB3,PETR3,1D,1T,2
CPFE3,PSSA3,1D,1T,1
AURE3,MRVE3,1D,1S,3
BBAS3,EGIE3,1D,1H,1
EQTL3,KLBN11,1D,1H,3
ENEV3,PETR4,1D,1T,3
AZZA3,BBDC3,1D,1T,3
SLCE3,SUZB3,1D,1T,1
PETR4,RAIZ4,1D,1H,1
BBDC3,VBBR3,1D,1T,2
BRAV3,SBSP3,1D,1T,2
GGBR4,TAEE11,1D,1T,1
AURE3,EMBR3,1D,1H,2
ELET6,SUZB3,1D,1T,2
B3SA3,CEAB3,1D,1H,2
ALOS3,EGIE3,1D,1H,3
CMIN3,RECV3,1D,1H,1
CSAN3,SLCE3,1D,1T,2
ASAI3,SMFT3,1D,1S,1
DIRR3,MGLU3,1D,1H,2
CXSE3,EQTL3,1D,1S,2
NATU3,VIVT3,1D,1T,3
GOAU4,PETR4,1D,1T,3
CVCB3,SMFT3,1D,1S,3
GOAU4,USIM5,1D,1S,3
PETR3,TAEE11,1D,1T,3
DIRR3,IGTI11,1D,1S,2
BBDC3,MBRF3,1D,1H,3
PCAR3,PETR4,1D,1S,3
ELET6,MBRF3,1D,1H,1
HYPE3,ISAE4,1D,1S,1
LREN3,SLCE3,1D,1S,3
ABEV3,CEAB3,1D,1H,1
COGN3,PETR4,1D,1S,3
CXSE3,CSAN3,1D,1S,1
PCAR3,YDUQ3,1D,1S,1
ASAI3,EQTL3,1D,1S,1
MGLU3,RAIZ4,1D,1S,2
RENT3,RECV3,1D,1H,2
B3SA3,ELET6,1D,1S,2
AURE3,MGLU3,1D,1S,3
ELET3,RADL3,1D,1H,2
CYRE3,VIVA3,1D,1S,2
CPFE3,VBBR3,1D,1S,3
SLCE3,TAEE11,1D,1S,3
SBSP3,WEGE3,1D,1T,3
ENGI11,ISAE4,1D,1H,1
BBDC3,PCAR3,1D,1T,2
MBRF3,RAIZ4,1D,1H,2
BBSE3,ENEV3,1D,1S,3
ITSA4,UGPA3,1D,1H,3
BBAS3,YDUQ3,1D,1S,2
CURY3,WEGE3,1D,1H,3
LREN3,WEGE3,1D,1T,1
ALOS3,CURY3,1D,1H,2
EGIE3,PRIO3,1D,1S,1
ISAE4,RECV3,1D,1H,1
SUZB3,VALE3,1D,1H,1
CEAB3,CMIN3,1D,1S,2
CMIG4,CMIN3,1D,1S,2
ALOS3,HAPV3,1D,1H,3
GOAU4,UGPA3,1D,1S,2
ALOS3,GOAU4,1D,1H,1
BRAP4,VIVA3,1D,1H,2
CURY3,SUZB3,1D,1T,3
FLRY3,RECV3,1D,1T,2
CMIN3,ISAE4,1D,1S,3
SMFT3,USIM5,1D,1H,1
CYRE3,RECV3,1D,1S,2
CEAB3,BEEF3,1D,1T,1
ENEV3,EQTL3,1D,1H,2
IRBR3,ISAE4,1D,1S,2
RENT3,RAIZ4,1D,1T,1
ALOS3,NATU3,1D,1H,1
EQTL3,MOTV3,1D,1T,2
ENGI11,USIM5,1D,1T,2
CURY3,EMBR3,1D,1H,3
